,index,id,title,popularity,tag1,tag2
1834,1943,23047,Season of the Witch,24.468,notadult en adventure fantasy action witch hero ambush fight ritual inquisition monk horse knife knight middleages(476-1453) catholicchurch 14thcenturylatin english,14th centuri crusad return comrad homeland devast black plagu church command two knight transport witch remot abbey monk perform ritual hope end pestil
1835,1944,888,The Flintstones,30.67,notadult en fantasy comedy family friendship plan jealousy manager adoption badmother-in-law family'sdailylife stoneage bestfriend dinosaur cavemenenglish,modern stone age famili flintston hit big screen version classic cartoon fred help barney adopt child barney see opportun repay slate mine test employe find new execut good deed goe unpunish
1836,1946,1645,A Time to Kill,23.837,notadult en crime drama thriller rape court jurors kukluxklan mississippiriver forgiveness blackmail attemptedmurder trial murder lawyer courtroom racialtension racialissues courtroomdrama legalthrillerenglish,young lawyer defend black man accus murder two white men rape daughter spark rebirth kkk
1837,1947,9003,Hellraiser,19.038,notadult en horror thriller basedonnovelorbook ritual supernatural seduction gore surrealism undead stepmother revenge humansacrifice demon puzzlebox attic occult cenobiteenglish,tinker box bought abroad sexual deviant frank inadvert open portal hell led pinhead tear bodi apart frank brother wife move hous skelet frank appear ask suppli corps regener
1838,1948,9387,Conan the Barbarian,30.951,notadult en adventure fantasy action epic basedonnovelorbook gladiator fight magic repayment mythology despot blackmagic warlord stoneage thief barbarian wizard warrior serpent actionhero swordandsorcery mysticism goodversusevilenglish,film adapt classic sword sorceri hero conan barbarian hord rampag warrior massacr parent young conan enslav young child year wheel pain sole survivor childhood massacr conan releas slaveri taught ancient art fight transform kill machin conan travel wilder seek vengeanc thulsa doom man respons kill famili wilder conan take thiev valeria subotai group come upon king osric want trio warrior help rescu daughter join doom hill
1839,1949,539537,Fantasy Island,15.29,notadult en horror fantasy adventure mystery cave privateinvestigator remoteisland realityvsfantasy interracialadoption fame-seeking brotherbrotherrelationship femalebully basedontvseries independentfilm hiddendesires gaybrotherenglish,group contest winner arriv island hotel live dream find trap nightmar scenario
1840,1950,482373,Don't Breathe 2,38.036,notadult en thriller horror home invasion sin sequel gunfight blind homeinvasion criminal handgun blindman hammerenglish,blind man hide sever year isol cabin taken rais young girl orphan devast hous fire quiet life togeth shatter group crimin kidnap girl forc blind man leav safe save
1841,1952,2757,Adaptation.,15.59,notadult en comedy crime drama basedonnovelorbook marriagecrisis alligator writer'sblock orchid writer twinsenglish latin,nicola cage charli kaufman confus screenwrit overwhelm feel inadequaci sexual frustrat screenwrit ambit freeload twin brother donald struggl adapt orchid thief susan orlean kaufman life spin pathet bizarr live kaufman orlean book becom strang intertwin one search passion collid other
1842,1953,615777,Babylon,54.971,notadult en drama comedy elephant gambling gamblingdebt moviebusiness orgy cocaine champagne alcoholism hollywood alcoholic filmmaking moviestar silentfilmstar 1920s oldhollywood fadingstar sexcantonese english spanish,tale outsiz ambit outrag excess trace rise fall multipl charact era unbridl decad deprav hollywood transit silent film sound film late 1920
1843,1954,567189,Tom Clancy's Without Remorse,33.627,notadult en adventure action thriller war duringcreditsstingerenglish russian,elit navi seal uncov intern conspiraci seek justic murder pregnant wife
1844,1956,546121,Run,15.27,notadult en thriller horror drama smalltown wheelchairuser homeschooling singlemother washingtonstate prescriptionmedication physicaldisability cloisteredlife collegeapplicationsenglish,chloe teenag confin wheelchair homeschool mother dian chloe soon becom suspici mother begin suspect may harbor dark secret
1845,1957,568091,Fractured,15.483,notadult en thriller gasstation hospital doctor policeofficer alcoholic accidentenglish,drive ray wife daughter stop highway rest area daughter fall break arm frantic rush hospit clash nurs ray final abl get doctor wife daughter go downstair mri ray exhaust pass chair lobbi upon wake record knowledg ray famili ever check
1846,1958,292431,Love,23.179,notadult fr drama romance paris france gallery sexuality pregnancy girlfriend love relationship break-upenglish,murphi american live pari enter highli sexual emot charg relationship unstabl electra unawar seismic effect relationship invit pretti neighbor bed
1847,1959,760104,X,101.313,notadult en horror van sheriff warveteran gasstation shotgun 1970s texas alligator pornstar serialkiller slasher pornactress elderlycouple isolatedfarmhouse existentialism absurd demeaning derogatory ridiculousenglish,1979 group young filmmak set make adult film rural texa reclus elderli host catch act cast find fight live
1848,1960,72387,Safe,25.253,notadult en action crime thriller newyorkcity triad corruptpoliticianenglish mandarin russian,former elit agent rescu chines girl abduct find middl standoff triad russian mafia corrupt new york citi politician polic
1849,1961,9947,Elektra,23.991,notadult en action fantasy sciencefiction martialarts superhero basedoncomic vigilante femaleassassin spinoff womenfight onewomanarmy supernaturalpower vigilantejusticeenglish japanese,elektra warrior surviv experi becom tri protect two latest target singl father young daughter group supernatur assassin
1850,1962,480414,The Curse of La Llorona,43.044,notadult en horror mystery thriller lanetligözyasları lalloronaspanish english,social worker deal disappear two children fear famili begin investig
1851,1963,10996,Stuart Little 2,21.927,notadult en family adventure animation comedy friendship mouse falcon familyenglish,stuart ador white mous still live happili adopt famili littl east side manhattan central park crazi mous adventur store stuart human brother georg mischiev cat snowbel set rescu friend
1852,1964,8914,Deep Blue Sea,28.594,notadult en action horror sciencefiction sharkattack creature scientist shark killershark geneticengineering animalhorror underwaterfacilityenglish,research undersea lab aquatica genet alter brain captiv shark develop cure alzheim diseas unexpect side effect shark got smarter faster danger big storm damag remot research facil must fight live
1853,1965,8390,"Definitely, Maybe",16.889,notadult en comedy romance daughter lovesickness loveofone'slife parentchildrelationship narration kiss lovers makeamatch sexeducation affection romance relationship divorce pastrelationshipenglish,decid tell daughter stori met mother discov second look past might also give second chanc futur
1854,1966,2330,Taxi,20.205,notadult fr comedy action crime adventure taxi taxidriver marseille france pizzaboy pizzadelivery policeofficer bankrobberyportuguese french german korean,marseil franc skill pizza deliveri boy daniel drive scooter final dream come true get taxi licens caught polic huge speed infract help emilien loser inspector ca drive track german bank robber lose licens dream job
1855,1967,16690,Return to Never Land,21.717,notadult en adventure fantasy animation family flying peterpan sequelenglish,1940 world besieg world war ii wendi grown two children includ jane believ wendi stori peter pan
1856,1968,542178,The French Dispatch,23.179,notadult en drama comedy artcollector journalist smalltown france poison 1970s journalism editor-in-chief artist imprisonment painter riot anthology magazine foodpoisoning murderer chef lecture postworldwarii childkidnapping obituary bicycletour poisoning fathersonrelationshipenglish french,staff american magazin base franc put last issu stori featur artist sentenc life imprison student riot kidnap resolv chef
1857,1969,5528,The Chorus,22.396,notadult fr drama penalty boardingschool choir diary musical boys'choir dormitory principal boys'boardingschool 1940s musicmoviefrench,set 1940 franc new teacher school disrupt boy give hope inspir
1858,1970,134411,Snitch,26.369,notadult en thriller drama action prison undercover parentchildrelationship arrest basedontruestory drugs agent deaenglish spanish,construct compani owner john matthew learn estrang son jason arrest drug traffick face unjust prison sentenc first time offend courtesi mandatori minimum sentenc law jason noth offer lenienc good conscienc desper john convinc dea opportunist da joann keeghan let go undercov help make arrest big enough free son return unwit help employe john enter narcot underworld everi move could last oper demand resourc wit courag surviv
